,AG,Mouse#,Recording,distance,trajectory,mouse,cell_num,channel,pos,src,data_direc,group,average_shuffling,isif_sdf_threshold,mu,sigma,cell_dir,trials,bin_width,classifications,classification_vals,baseline_length,baseline_start,trial_length,trial_start,trial_percentile,average_percentile,in_bin_threshold,ex_bin_threshold,con_in_bin_threshold,con_ex_bin_threshold,trial_excitation_areas,trial_inhibition_areas,class_dict,baseline_freq,baseline_cv,baseline_avg_isi,baseline_first_spike,baseline_last_spike,stim_freq,stim_cv,stim_avg_isi,stim_first_spike,stim_last_spike,isif_inhibition,average_classification_val,avg_bin_results,pre_exp_freq,pre_exp_cv,pre_exp_avg_isi,post_exp_freq,post_exp_cv,post_exp_avg_isi,excitation_threshold,inhibition_threshold,neural_response,neural_response_val
79,AG8106,7,06-30-22,1.4,4,6-OHDA,18,4,right,/Users/johnparker/paper_repos/Aristieta_Parker_Gao_Gittis_Rubin_2024_D1_GPe/data/d1_msns/pre_processed_data/6-OHDA_D1-MSNs_cell_body_stim/Neuron_0018,/Users/johnparker/paper_repos/Aristieta_Parker_Gao_Gittis_Rubin_2024_D1_GPe/data/d1_msns/pre_processed_data/6-OHDA_D1-MSNs_cell_body_stim,6-OHDA_D1-MSNs_cell_body_stim,True,25,250,0.025,/Users/johnparker/paper_repos/Aristieta_Parker_Gao_Gittis_Rubin_2024_D1_GPe/data/d1_msns/processed_data/6-OHDA_D1-MSNs_cell_body_stim/Neuron_0018,10,0.05,"['no effect', 'adapting inhibition', 'excitation', 'adapting inhibition', 'adapting inhibition', 'no effect', 'adapting inhibition', 'no effect', 'partial inhibition', 'adapting inhibition']",[3 1 4 1 1 3 1 3 2 1],1.0,1.0,1.0,0.0,99,90,3,3,2,2,"[2.23233753e-57 2.38886985e-44 4.74442647e-33 ... 2.86763923e+00
 3.08639573e+00 3.10718573e+00]",[0.00119291 0.0012076  0.00123223 ... 0.01523889 0.01542543 0.01542543],"{'complete inhibition': 0, 'adapting inhibition': 1, 'partial inhibition': 2, 'no effect': 3, 'excitation': 4, 'biphasic IE': 5, 'biphasic EI': 6}",18.9,0.8608787978208893,0.05429615343296369,0.05594250000000685,0.958802499999998,15.7,0.7820840555012578,0.06055617655409577,0.06586500000000584,0.9031475000000022,True,2.0,"[0.4 0.2 0.3 0.4 0.3 0.2 0.2 0.1 0.4 0.4 0.6 0.2 0.1 0.1 0.1 0.1 0.1 0.1
 0.2 0.5]",18.876464310224225,0.977741272240892,0.05302184806034482,15.828596014709012,0.9896886010088077,0.06315112467866324,1.7369927610321758,0.007145218754570456,no effect,3
80,AG7499,4,02-15-22,1.4,1,6-OHDA,27,13,right,/Users/johnparker/paper_repos/Aristieta_Parker_Gao_Gittis_Rubin_2024_D1_GPe/data/d1_msns/pre_processed_data/6-OHDA_D1-MSNs_cell_body_stim/Neuron_0027,/Users/johnparker/paper_repos/Aristieta_Parker_Gao_Gittis_Rubin_2024_D1_GPe/data/d1_msns/pre_processed_data/6-OHDA_D1-MSNs_cell_body_stim,6-OHDA_D1-MSNs_cell_body_stim,True,25,250,0.025,/Users/johnparker/paper_repos/Aristieta_Parker_Gao_Gittis_Rubin_2024_D1_GPe/data/d1_msns/processed_data/6-OHDA_D1-MSNs_cell_body_stim/Neuron_0027,10,0.05,"['complete inhibition', 'complete inhibition', 'complete inhibition', 'complete inhibition', 'complete inhibition', 'complete inhibition', 'complete inhibition', 'complete inhibition', 'complete inhibition', 'complete inhibition']",[0 0 0 0 0 0 0 0 0 0],1.0,1.0,1.0,0.0,99,90,3,3,2,2,[],[],"{'complete inhibition': 0, 'adapting inhibition': 1, 'partial inhibition': 2, 'no effect': 3, 'excitation': 4, 'biphasic IE': 5, 'biphasic EI': 6}",35.6,0.6894374716257626,0.034162901923524634,0.04079499999999925,0.9730549999999922,0.2,0.0,0.0,0.8064974999999975,0.8064974999999975,True,0.0,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],43.0678005773582,0.6039598637897312,0.02319922960725075,32.482900314686226,0.5666663222650061,0.02350683092948722,,,complete inhibition,0
81,AG8106,7,06-30-22,1.1,3,6-OHDA,20,2,right,/Users/johnparker/paper_repos/Aristieta_Parker_Gao_Gittis_Rubin_2024_D1_GPe/data/d1_msns/pre_processed_data/6-OHDA_D1-MSNs_cell_body_stim/Neuron_0020,/Users/johnparker/paper_repos/Aristieta_Parker_Gao_Gittis_Rubin_2024_D1_GPe/data/d1_msns/pre_processed_data/6-OHDA_D1-MSNs_cell_body_stim,6-OHDA_D1-MSNs_cell_body_stim,True,25,250,0.025,/Users/johnparker/paper_repos/Aristieta_Parker_Gao_Gittis_Rubin_2024_D1_GPe/data/d1_msns/processed_data/6-OHDA_D1-MSNs_cell_body_stim/Neuron_0020,10,0.05,"['adapting inhibition', 'biphasic IE', 'partial inhibition', 'biphasic IE', 'biphasic IE', 'adapting inhibition', 'biphasic IE', 'biphasic IE', 'adapting inhibition', 'adapting inhibition']",[1 5 2 5 5 1 5 5 1 1],1.0,1.0,1.0,0.0,99,90,3,3,2,2,"[4.28536540e-06 4.30679436e-06 3.00216919e-05 ... 7.87530778e+00
 8.30265583e+00 8.79355868e+00]",[0.00034236 0.0003492  0.00035007 ... 0.0075877  0.0090614  0.00933526],"{'complete inhibition': 0, 'adapting inhibition': 1, 'partial inhibition': 2, 'no effect': 3, 'excitation': 4, 'biphasic IE': 5, 'biphasic EI': 6}",52.2,0.7175682159351516,0.023821855331993495,0.012247500000002987,0.9700325000000071,55.2,1.111604210243535,0.018783186214304526,0.16385500000000022,0.991662500000006,True,3.1,"[1.  1.  1.  1.  0.7 0.7 0.9 0.6 0.8 0.9 0.9 0.9 0.9 1.1 1.1 1.1 1.1 1.3
 1.1 0.5]",42.7752294733829,1.4382934092624453,0.02334576850542197,30.277283067399207,1.802042203711576,0.03299765156562295,5.200670728897371,0.002938084120762357,adapting inhibition,1
82,AG7499,4,02-15-22,1.4,1,6-OHDA,29,8,right,/Users/johnparker/paper_repos/Aristieta_Parker_Gao_Gittis_Rubin_2024_D1_GPe/data/d1_msns/pre_processed_data/6-OHDA_D1-MSNs_cell_body_stim/Neuron_0029,/Users/johnparker/paper_repos/Aristieta_Parker_Gao_Gittis_Rubin_2024_D1_GPe/data/d1_msns/pre_processed_data/6-OHDA_D1-MSNs_cell_body_stim,6-OHDA_D1-MSNs_cell_body_stim,True,25,250,0.025,/Users/johnparker/paper_repos/Aristieta_Parker_Gao_Gittis_Rubin_2024_D1_GPe/data/d1_msns/processed_data/6-OHDA_D1-MSNs_cell_body_stim/Neuron_0029,10,0.05,"['excitation', 'partial inhibition', 'excitation', 'excitation', 'excitation', 'excitation', 'no effect', 'excitation', 'excitation', 'excitation']",[4 2 4 4 4 4 3 4 4 4],1.0,1.0,1.0,0.0,99,90,3,3,2,2,"[2.48790620e-91 2.48790620e-91 1.44773082e-74 ... 6.01486284e+00
 6.70669126e+00 7.36382322e+00]",[0.00048948 0.00053708 0.00055152 ... 0.02782533 0.02782533 0.02782533],"{'complete inhibition': 0, 'adapting inhibition': 1, 'partial inhibition': 2, 'no effect': 3, 'excitation': 4, 'biphasic IE': 5, 'biphasic EI': 6}",36.4,1.157399609812911,0.03477485988063661,0.02876999999999228,0.923052499999993,61.6,0.6532715030841708,0.021220193081449713,0.03127249999999293,0.9802549999999911,True,3.7,"[0.3 0.8 0.8 0.8 0.8 0.8 1.  1.2 1.  0.8 0.8 0.6 0.8 0.8 0.4 0.6 0.4 0.6
 0.5 0.3]",13.482407102926668,1.1663560175854841,0.07359144444444446,54.79656811455562,1.183896322809663,0.01824680676855896,3.4803971278091823,0.0082228840660056,excitation,4
83,AG8106,7,06-30-22,1.4,1,6-OHDA,16,5,right,/Users/johnparker/paper_repos/Aristieta_Parker_Gao_Gittis_Rubin_2024_D1_GPe/data/d1_msns/pre_processed_data/6-OHDA_D1-MSNs_cell_body_stim/Neuron_0016,/Users/johnparker/paper_repos/Aristieta_Parker_Gao_Gittis_Rubin_2024_D1_GPe/data/d1_msns/pre_processed_data/6-OHDA_D1-MSNs_cell_body_stim,6-OHDA_D1-MSNs_cell_body_stim,True,25,250,0.025,/Users/johnparker/paper_repos/Aristieta_Parker_Gao_Gittis_Rubin_2024_D1_GPe/data/d1_msns/processed_data/6-OHDA_D1-MSNs_cell_body_stim/Neuron_0016,8,0.05,"['complete inhibition', 'complete inhibition', 'complete inhibition', 'complete inhibition', 'complete inhibition', 'complete inhibition', 'complete inhibition', 'complete inhibition']",[0 0 0 0 0 0 0 0],1.0,1.0,1.0,0.0,99,90,3,3,2,2,[],[],"{'complete inhibition': 0, 'adapting inhibition': 1, 'partial inhibition': 2, 'no effect': 3, 'excitation': 4, 'biphasic IE': 5, 'biphasic EI': 6}",22.0,0.6124909885679105,0.048813786349065115,0.04397500000000587,0.9666750000000102,0.375,0.0,0.0,0.6278187500000056,0.6278187500000056,True,0.0,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],21.154527056566767,0.8665807509245831,0.047271761757902854,8.719315851512496,2.7107957707864134,0.1057264981273409,,,complete inhibition,0
84,AG7960,2,06-16-22,1.7,5,6-OHDA,11,2cell1,right,/Users/johnparker/paper_repos/Aristieta_Parker_Gao_Gittis_Rubin_2024_D1_GPe/data/d1_msns/pre_processed_data/6-OHDA_D1-MSNs_cell_body_stim/Neuron_0011,/Users/johnparker/paper_repos/Aristieta_Parker_Gao_Gittis_Rubin_2024_D1_GPe/data/d1_msns/pre_processed_data/6-OHDA_D1-MSNs_cell_body_stim,6-OHDA_D1-MSNs_cell_body_stim,True,25,250,0.025,/Users/johnparker/paper_repos/Aristieta_Parker_Gao_Gittis_Rubin_2024_D1_GPe/data/d1_msns/processed_data/6-OHDA_D1-MSNs_cell_body_stim/Neuron_0011,10,0.05,"['complete inhibition', 'complete inhibition', 'complete inhibition', 'complete inhibition', 'complete inhibition', 'complete inhibition', 'complete inhibition', 'complete inhibition', 'complete inhibition', 'complete inhibition']",[0 0 0 0 0 0 0 0 0 0],1.0,1.0,1.0,0.0,99,90,3,3,2,2,[],[],"{'complete inhibition': 0, 'adapting inhibition': 1, 'partial inhibition': 2, 'no effect': 3, 'excitation': 4, 'biphasic IE': 5, 'biphasic EI': 6}",8.8,0.7534248618235233,0.1186860872460898,0.12332499999999627,0.9437650000000104,2.3,0.3338786308055061,0.11936958333333578,0.5887774999999991,0.8582725000000039,True,0.0,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],7.38438817267161,0.950436106248314,0.13530554945054946,5.48970962836771,1.0926166019885555,0.16822204142011843,,,complete inhibition,0
85,AG7499,2,011122,1.4,4,Naive,55,2,left,/Users/johnparker/paper_repos/Aristieta_Parker_Gao_Gittis_Rubin_2024_D1_GPe/data/d1_msns/pre_processed_data/Naive_D1-MSNs_cell_body_stim/Neuron_0055,/Users/johnparker/paper_repos/Aristieta_Parker_Gao_Gittis_Rubin_2024_D1_GPe/data/d1_msns/pre_processed_data/Naive_D1-MSNs_cell_body_stim,Naive_D1-MSNs_cell_body_stim,True,25,250,0.025,/Users/johnparker/paper_repos/Aristieta_Parker_Gao_Gittis_Rubin_2024_D1_GPe/data/d1_msns/processed_data/Naive_D1-MSNs_cell_body_stim/Neuron_0055,10,0.05,"['complete inhibition', 'complete inhibition', 'complete inhibition', 'complete inhibition', 'complete inhibition', 'complete inhibition', 'complete inhibition', 'complete inhibition', 'complete inhibition', 'complete inhibition']",[0 0 0 0 0 0 0 0 0 0],1.0,1.0,1.0,0.0,99,90,3,3,2,2,[],[],"{'complete inhibition': 0, 'adapting inhibition': 1, 'partial inhibition': 2, 'no effect': 3, 'excitation': 4, 'biphasic IE': 5, 'biphasic EI': 6}",10.8,0.4742481696147851,0.07072227756063339,0.14000250000000847,0.8640375000000035,0.0,0.0,0.0,1.0,1.0,True,0.0,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],26.66350032998015,0.6642344917461799,0.037516856610029015,1.8998020119124215,0.9831797151335387,0.21667967836257324,,,complete inhibition,0
86,AG7499,1,011322,1.4,3,Naive,99,2cell1,right,/Users/johnparker/paper_repos/Aristieta_Parker_Gao_Gittis_Rubin_2024_D1_GPe/data/d1_msns/pre_processed_data/Naive_D1-MSNs_cell_body_stim/Neuron_0099,/Users/johnparker/paper_repos/Aristieta_Parker_Gao_Gittis_Rubin_2024_D1_GPe/data/d1_msns/pre_processed_data/Naive_D1-MSNs_cell_body_stim,Naive_D1-MSNs_cell_body_stim,True,25,250,0.025,/Users/johnparker/paper_repos/Aristieta_Parker_Gao_Gittis_Rubin_2024_D1_GPe/data/d1_msns/processed_data/Naive_D1-MSNs_cell_body_stim/Neuron_0099,10,0.05,"['complete inhibition', 'complete inhibition', 'complete inhibition', 'adapting inhibition', 'complete inhibition', 'complete inhibition', 'complete inhibition', 'complete inhibition', 'complete inhibition', 'complete inhibition']",[0 0 0 1 0 0 0 0 0 0],1.0,1.0,1.0,0.0,99,90,3,3,2,2,"[0.7152232215550443, 1.0900332067015528, 1.376776770674881, 1.5922735635035474, 1.620047902968466, 1.5962785450291266, 1.5365445518365743, 1.385098766686685, 1.5567543585311179, 1.471673794714946, 1.3936459501202136, 1.2982339443131266, 0.6675205987305346, 1.100349007939816, 0.8833433153136743, 0.9711898300642228, 1.0569320987537965, 1.1431826130587004, 1.031476077387234, 0.4203254412474411, 0.662351342773193, 0.9771877988770713, 1.4943003788459246, 1.3275546652973536, 1.5472763943754162, 1.4337723317875983, 0.711711631535918, 1.2448212768984284, 1.2822540551612864, 1.3737407487086675, 1.6955508056087878, 1.632087899400168, 1.514043546897194, 1.201471388897295, 1.0370811570846168, 1.0675812175171733, 1.1593273203616343, 1.314367420788794, 1.0863536439159407, 0.1580651815737601, 0.7556301427962606, 1.380212808667646, 1.3995611965514447, 0.6660910578490115, 1.0220460902095962, 1.419154714009061, 1.406726617780072, 1.2732187785595532, 1.5142147808467785, 1.1074139629770536, 1.008349295112176, 1.3901316475111631, 1.5834571473672943, 1.3800857385613918, 1.2581372087288643, 1.2678865406888844, 1.0450451449232003, 1.2671959803547748, 1.40669769406204, 0.36278897553162415, 0.7221494785565159, 1.3207597776247517, 1.5010298348501832, 1.173637791888977, 1.0811740419851212, 0.6949551579901005, 1.186539743504361, 1.6361346170805673, 1.5155356678310707, 1.255354769990186, 1.254423850609359, 0.961430779848496, 1.3162720381011215, 1.3809619948386973, 1.3364252009756035, 1.202993513325299, 1.3062004257300683, 1.5997119688969346, 1.2641322635854026, 0.20975480850636916, 0.8268379419676828, 0.9994943909697472, 0.7238899056214761, 1.1450213792666777, 1.3998637404015846, 1.673756503617457, 1.5848724252449706, 0.9443651471079938, 1.1010941225662652, 1.5312854978167207, 1.6281454074788513, 1.4486000977826075, 1.157853113826681, 1.2664222671720895, 1.0577366592025237, 1.1614124314029102, 1.518594119292063, 1.4929665758652375, 1.0505231168933913, 0.20449627437427645, 0.9405121636396437, 1.6650035437869932, 1.3451214721074685, 1.036311858822733, 1.0924980468264065, 1.2119422065345131, 1.1457921721383377, 1.2748705543480616, 1.1618166518937942, 1.3991723223315204, 1.4489389423934464, 1.368625419290574, 1.5710407779035942, 1.5228102442955842, 0.821137891898104, 1.0716145240279498, 1.0341830453651957, 1.082438060428569, 1.2496457912688066, 0.45838311299548945, 0.6352871470744906, 0.6566601483281953, 1.2879776245325762, 1.2172901626452362, 1.1288563097123825, 1.207617441866753, 1.4515751728205717, 1.1834179312347195, 1.3935881667165808, 1.56600880746424, 1.4917405660797387, 1.327402966727726, 1.5480484822610505, 1.648867618113071, 1.2079676918632183, 1.1451745289246964, 1.1715824974547222, 1.4068174727077116, 1.086580732258737, 0.15847000929974991, 0.8872098181345763, 1.4706151210705332, 1.3249102242633113, 1.3731114572819607, 1.527564510565936, 1.6352105289650243, 1.4726988195147228, 1.095440246887421, 1.238176024271851, 1.4098786693007355, 1.2621364779860988, 1.4389450039591365, 1.323030254661214, 1.0210037520738036, 0.8386999064593298, 0.6836217296913238, 1.0324297486493723, 1.3394480593509832, 1.2788284333149285, 0.2619623108111482, 0.8920346955356784, 1.5658665586018095, 1.4819578367516417, 0.9830785734812107, 0.829527072860225, 1.2877344560511534, 1.2807238153549763, 1.1750723797847595, 0.9392743168827173, 1.460555309552844, 1.6341969415163702, 1.4124679732304786, 1.3385764802231856, 1.173398654447672, 1.4194277398282684, 1.433816224079339, 1.1991826709155158, 1.0649733808867576, 0.99395985253888, 0.34386506497333036, 0.7533335766037699, 1.2186375972365278, 1.4763494282709337, 1.2744528054617612, 0.6707264750977128, 1.0256169837714988, 1.1564472124672778, 1.4032740818346099, 1.5230675961903533, 1.5010464850214236, 1.1838811642162075, 1.4228110658454673, 1.6188079756459866, 1.3926675933061112, 1.340083487534572, 0.9887957198788745, 1.2235782377399123, 1.5429968397131588, 1.0522449244813583, 0.15132282554344562]","[0.0018820617480361393, 0.0018317299594555268, 0.0017748711124096846, 0.0016982234186973706, 0.0016181993289546641, 0.0016352572135813865, 0.0016358037515602482, 0.0016923073968907625, 0.0017306509683612818, 0.0019345486465882195, 0.0021432039186505833, 0.0023223242479530263, 0.0025047940228117497, 0.0026522818850859852, 0.002555831063423968, 0.0024415426855815543, 0.002432680863976156, 0.0024218669327777235, 0.0024187947090586, 0.0024177387659618673, 0.0017514217223638545, 0.0017999163378111403, 0.0017862360937822318, 0.0018423157638889798, 0.0018721571680256311, 0.0018698022666460003, 0.001881126936220239, 0.002145634561373944, 0.0021516809547439814, 0.002128832551870178, 0.002294642403839023, 0.002275917851413004, 0.001989509116396123, 0.0019906789118794696, 0.0019702872341519594, 0.001945423269971843, 0.002224934623949262, 0.0026455310625125676, 0.0028445231462988435, 0.0030761694121413585, 0.0020169835103862927, 0.0019366788934999425, 0.0019195955904933353, 0.00191426399244559, 0.0017860182551129092, 0.001776728634085247, 0.0017775515926388694, 0.0017340566336691285, 0.001778019132874001, 0.0017964257669433879, 0.001901160354768389, 0.002050382182683257, 0.0021480353478009096, 0.002082866028995575, 0.002031483054553136, 0.0021115244766218345, 0.002629363591761748, 0.0032050790103054943, 0.0036518226266906368, 0.0042189873321435215, 0.0018086862347639157, 0.0018931495486992447, 0.001845278679228954, 0.0018744604416501647, 0.0018528421377955054, 0.001876670735955427, 0.0018091204495150023, 0.001848080164918858, 0.001982047925266795, 0.0021639990531884695, 0.0021584768013379065, 0.0022979851665158196, 0.0023241294909858287, 0.0021463101755204925, 0.0019168857993141877, 0.0020518717070900283, 0.0022183227238977026, 0.002521687158418376, 0.0027899795544231954, 0.003104060351622713, 0.0017556393556165564, 0.0021463450567876406, 0.0022853912826897526, 0.0024285546071286493, 0.002635300040995546, 0.002656661704261401, 0.002333773944058054, 0.0021191094009365558, 0.0020068748578185086, 0.0018096074450785684, 0.00171097402942178, 0.0016947005420225277, 0.001728176663016302, 0.0017678155368126107, 0.0017707270024058168, 0.0018459036418251608, 0.0021385853014800837, 0.0024989870888769443, 0.002615825968258177, 0.0028676939439766648, 0.0019027782198521186, 0.0019340416178242148, 0.0020268470345469855, 0.0023353188496341142, 0.0023942603837964157, 0.002262914362991889, 0.0021873005323101097, 0.002035687947394632, 0.001814438966774778, 0.0017631152408711917, 0.001844507769695903, 0.0019192878444303633, 0.0021006469678184763, 0.0020506306800535255, 0.0020101318827900777, 0.002007892025492305, 0.0021148243315073185, 0.002293732908231737, 0.0024398020122954503, 0.0025983661017566118, 0.0018578286475449091, 0.002012008131740596, 0.00215756153046194, 0.0022876438350685094, 0.0023337628073205685, 0.0023084957252110907, 0.0022173585073529704, 0.0022870998872400227, 0.002417867579881469, 0.0024342087600444694, 0.0023896586664616604, 0.002312086116367744, 0.002091779502505368, 0.001827447272156304, 0.0017055314736723354, 0.0016983176452593386, 0.001737325415201067, 0.001861097327861332, 0.0018927193825053767, 0.0019467007091999561, 0.0022689483682579547, 0.002206268872112413, 0.002232663859420213, 0.0023158973785700836, 0.0022234603379712933, 0.002048439482473201, 0.0019828789910476628, 0.0019240174971037413, 0.0018739285589585866, 0.0018726086914833313, 0.00189077363129153, 0.0019402909340396346, 0.0018665213285543752, 0.001884256280845212, 0.0019296411441010488, 0.0018781153313552916, 0.001991567618936623, 0.0023594302636877106, 0.002500183578629671, 0.0025748023653718445, 0.0017809403810430675, 0.0018821923479640109, 0.0018546918831037838, 0.002015611734195403, 0.0021574635650643773, 0.0020916031220225358, 0.0020341382392828266, 0.00209569044652161, 0.001931596749228659, 0.0018933384468094035, 0.002091556097410447, 0.0021699039847216865, 0.0021706802594527305, 0.002166662165892976, 0.0020975748171129364, 0.0019010919564933883, 0.0020086421490347127, 0.0023323694318229883, 0.0025462004304347583, 0.002670874306546999, 0.0020300840471480833, 0.0019871790427465267, 0.0019192286476960756, 0.001854804738435274, 0.0017424650239537512, 0.0016250675337913213, 0.0016734207759722742, 0.001764620863399413, 0.0018983694919402544, 0.0018841534416479337, 0.0019446341991908778, 0.0019971809664211756, 0.002211487688342704, 0.0023594706891251417, 0.002466679595683612, 0.0025093409782353995, 0.002594402127040304, 0.002560514759402745, 0.0024740589045395894, 0.002564905688518678]","{'complete inhibition': 0, 'adapting inhibition': 1, 'partial inhibition': 2, 'no effect': 3, 'excitation': 4, 'biphasic IE': 5, 'biphasic EI': 6}",28.1,0.5594127002624343,0.03755045958912058,0.02137750000000551,0.9752225000000131,1.6,0.24047712460506593,0.08364833333333431,0.7127749999999999,0.9666000000000026,True,0.1,"[1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  0.9
 0.9 0.9]",32.92577852541747,0.4901471793618046,0.030332424006235384,5.333770976080088,0.8716637857719958,0.1405376811594205,,,complete inhibition,0
87,AG7499,2,011122,1.4,1,Naive,52,4,right,/Users/johnparker/paper_repos/Aristieta_Parker_Gao_Gittis_Rubin_2024_D1_GPe/data/d1_msns/pre_processed_data/Naive_D1-MSNs_cell_body_stim/Neuron_0052,/Users/johnparker/paper_repos/Aristieta_Parker_Gao_Gittis_Rubin_2024_D1_GPe/data/d1_msns/pre_processed_data/Naive_D1-MSNs_cell_body_stim,Naive_D1-MSNs_cell_body_stim,True,25,250,0.025,/Users/johnparker/paper_repos/Aristieta_Parker_Gao_Gittis_Rubin_2024_D1_GPe/data/d1_msns/processed_data/Naive_D1-MSNs_cell_body_stim/Neuron_0052,10,0.05,"['complete inhibition', 'complete inhibition', 'complete inhibition', 'complete inhibition', 'complete inhibition', 'complete inhibition', 'complete inhibition', 'complete inhibition', 'complete inhibition', 'complete inhibition']",[0 0 0 0 0 0 0 0 0 0],1.0,1.0,1.0,0.0,99,90,3,3,2,2,[],[],"{'complete inhibition': 0, 'adapting inhibition': 1, 'partial inhibition': 2, 'no effect': 3, 'excitation': 4, 'biphasic IE': 5, 'biphasic EI': 6}",32.5,0.5887219420861485,0.046334839323112484,0.11233000000000501,0.9258100000000006,0.2,0.0,0.0,0.8971199999999981,0.8971199999999981,True,0.0,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],4.834587518120546,1.3957478505063448,0.20647530487804877,23.879932286474215,0.7333108800083228,0.030501689189189184,,,complete inhibition,0
88,AG8019,7,061422,1.7,5,Naive,90,4,left,/Users/johnparker/paper_repos/Aristieta_Parker_Gao_Gittis_Rubin_2024_D1_GPe/data/d1_msns/pre_processed_data/Naive_D1-MSNs_cell_body_stim/Neuron_0090,/Users/johnparker/paper_repos/Aristieta_Parker_Gao_Gittis_Rubin_2024_D1_GPe/data/d1_msns/pre_processed_data/Naive_D1-MSNs_cell_body_stim,Naive_D1-MSNs_cell_body_stim,True,25,250,0.025,/Users/johnparker/paper_repos/Aristieta_Parker_Gao_Gittis_Rubin_2024_D1_GPe/data/d1_msns/processed_data/Naive_D1-MSNs_cell_body_stim/Neuron_0090,10,0.05,"['complete inhibition', 'complete inhibition', 'complete inhibition', 'complete inhibition', 'complete inhibition', 'complete inhibition', 'complete inhibition', 'complete inhibition', 'complete inhibition', 'complete inhibition']",[0 0 0 0 0 0 0 0 0 0],1.0,1.0,1.0,0.0,99,90,3,3,2,2,[],[],"{'complete inhibition': 0, 'adapting inhibition': 1, 'partial inhibition': 2, 'no effect': 3, 'excitation': 4, 'biphasic IE': 5, 'biphasic EI': 6}",9.7,0.990199823762058,0.10004878409090963,0.08346249999999031,0.8762000000000022,0.3,0.0,0.0,0.7955474999999943,0.7955474999999943,True,0.0,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],9.700943503189668,0.8902936880912143,0.1030547794117647,8.907784600413153,2.129378993732512,0.11144633867276885,,,complete inhibition,0
89,AG7960,1,062122,1.4,4,Naive,64,7,left,/Users/johnparker/paper_repos/Aristieta_Parker_Gao_Gittis_Rubin_2024_D1_GPe/data/d1_msns/pre_processed_data/Naive_D1-MSNs_cell_body_stim/Neuron_0064,/Users/johnparker/paper_repos/Aristieta_Parker_Gao_Gittis_Rubin_2024_D1_GPe/data/d1_msns/pre_processed_data/Naive_D1-MSNs_cell_body_stim,Naive_D1-MSNs_cell_body_stim,True,25,250,0.025,/Users/johnparker/paper_repos/Aristieta_Parker_Gao_Gittis_Rubin_2024_D1_GPe/data/d1_msns/processed_data/Naive_D1-MSNs_cell_body_stim/Neuron_0064,10,0.05,"['excitation', 'excitation', 'excitation', 'excitation', 'excitation', 'excitation', 'excitation', 'excitation', 'excitation', 'excitation']",[4 4 4 4 4 4 4 4 4 4],1.0,1.0,1.0,0.0,99,90,3,3,2,2,"[9.03754978e-159 9.03754978e-159 2.73653773e-136 ... 2.64661503e+000
 2.72425051e+000 2.79548694e+000]",[0.00133647 0.001368   0.00137113 ... 0.03606982 0.03606982 0.03606982],"{'complete inhibition': 0, 'adapting inhibition': 1, 'partial inhibition': 2, 'no effect': 3, 'excitation': 4, 'biphasic IE': 5, 'biphasic EI': 6}",14.0,0.801135046126381,0.07578135243506476,0.0745674999999963,0.9120224999999984,72.8,0.8514493180811925,0.013864170845999038,0.014277500000001452,0.984384999999994,True,4.0,"[2.  2.  2.  2.  2.  2.  2.  2.  1.8 1.6 1.6 1.8 1.4 1.4 1.6 1.4 1.2 1.
 1.  0.6]",17.551507737953877,0.9700451736795759,0.0569200371057514,12.085977988229592,1.8582924359954838,0.0773908355795148,1.4213538297070962,0.012997110066270221,excitation,4
